Gene,Modality,Importance
DCAF15,Expression,9.720433270784668e-05
MGAT2,CRISPR,9.707294526836e-05
RASA4B,Expression,9.644145209309208e-05
PCOLCE2,Expression,9.622792392687072e-05
POT1,CRISPR,9.61669678679666e-05
CCT6B,Expression,9.530352542208302e-05
SCAF4,CRISPR,9.51302217535238e-05
SLC2A11,Expression,9.504076934976686e-05
MIEN1,CRISPR,9.497068798454604e-05
SND1,Expression,9.40652634164264e-05
PPIL3,CRISPR,9.315542668820443e-05
RNF144B,Expression,9.313191104910236e-05
B3GNT3,CRISPR,9.295390074798816e-05
NAGPA,CRISPR,9.242325314807687e-05
TNNC2,Expression,9.205453998797454e-05
PRPF3,Expression,9.149433277145316e-05
POTEI,CRISPR,9.147023212588652e-05
MARCKS,Expression,9.100519192021114e-05
MCTS2,Expression,9.034363397259842e-05
RAB24,Expression,8.996135002981351e-05
KCTD11,Expression,8.957789909228807e-05
ENG,Expression,8.91829565198945e-05
HERC3,Expression,8.913302832976497e-05
TM9SF2,Expression,8.897680961760283e-05
ZFP36L2,Mutation,8.805764431336128e-05
SNX19,Expression,8.763744024080334e-05
REM1,CRISPR,8.74792046219841e-05
DPH2,CRISPR,8.701186346366714e-05
IER5,Expression,8.630155651508742e-05
ZNF300,Mutation,8.602857037913055e-05
ZNF277,Expression,8.549880941304274e-05
UBE2T,CRISPR,8.521221127774376e-05
E2F4,CRISPR,8.499928250317725e-05
SIRT7,CRISPR,8.471250047960158e-05
MYO1B,Expression,8.450702083296588e-05
PPP3CC,Expression,8.437966481732338e-05
DCAF15,CRISPR,8.431198632691343e-05
PAPOLG,Mutation,8.41116718888192e-05
BLM,CRISPR,8.385201551343661e-05
SLC5A6,Expression,8.380067237432702e-05
TRAPPC2L,CRISPR,8.378781101789764e-05
UBN1,CRISPR,8.375271458014144e-05
INPP5E,Expression,8.308857188976633e-05
ANKRD23,CRISPR,8.288538056534706e-05
AGRN,Expression,8.2642513223017e-05
GTF2H5,CRISPR,8.258580177031494e-05
C16orf92,CRISPR,8.253717113154889e-05
SDHD,CRISPR,8.209784331271527e-05
ZNF330,CRISPR,8.182936928548883e-05
ZNHIT3,CRISPR,8.16038744021782e-05
CCNL1,CRISPR,8.109906515666037e-05
G6PD,Expression,8.098035296485527e-05
PLA2G12A,CRISPR,8.097222362391193e-05
YTHDF2,CRISPR,7.939469324520074e-05
ZNHIT1,CRISPR,7.923539416103439e-05
TMEM185B,CRISPR,7.866451959249017e-05
UVRAG,CRISPR,7.86059204991103e-05
GNB3,Expression,7.847248823739278e-05
MTRF1,Expression,7.788860888446532e-05
LHX1,CRISPR,7.76815134533835e-05
CASTOR2,Expression,7.761761897570871e-05
TEX22,Expression,7.755357870963702e-05
MEX3C,Expression,7.743441631023358e-05
TSPAN14,Expression,7.664648954784109e-05
CD4,CRISPR,7.664009867220316e-05
NOTCH2,CRISPR,7.644435401969575e-05
NOPCHAP1,Expression,7.635506865358597e-05
ZC3H3,CRISPR,7.62507389767613e-05
LYPD3,Expression,7.601104123212683e-05
EXTL3,CRISPR,7.530351806580466e-05
ERLN,CRISPR,7.520098362512856e-05
PLEKHG4,Expression,7.51831424928365e-05
H3C2,CRISPR,7.50765887292637e-05
PDIA4,Expression,7.484623914156935e-05
LYRM7,CRISPR,7.441839056794961e-05
BOC,CRISPR,7.416828168249596e-05
PLEKHA4,Expression,7.4016391414322e-05
E2F7,Expression,7.400711518223074e-05
NMRAL1,CRISPR,7.369930061503745e-05
KXD1,CRISPR,7.360403704917118e-05
EEF1AKMT4,Expression,7.35857901847555e-05
GRK5,Expression,7.344103232519094e-05
MEMO1,CRISPR,7.311716238546576e-05
SENP7,Expression,7.286056711248877e-05
BNIP3,CRISPR,7.282725124390456e-05
PALLD,Expression,7.276315076961459e-05
RHPN2,CRISPR,7.27260873200746e-05
GAB2,CRISPR,7.242574933837141e-05
SNN,Expression,7.210841207720596e-05
GSTK1,Expression,7.209365053530396e-05
NUP210,Mutation,7.191357610827255e-05
NMI,Expression,7.185283627001885e-05
SLC35A5,Expression,7.182001156933022e-05
LMNA,CRISPR,7.180728667779886e-05
ZNF317,CRISPR,7.166723761730867e-05
SLC22A15,CRISPR,7.086782363317045e-05
CHCHD5,CRISPR,7.084727873702698e-05
PNPLA4,Expression,7.068245655239143e-05
RARS1,CRISPR,6.996878111075882e-05
LMO2,Expression,6.944768688667619e-05
EPS15,CRISPR,6.896223796863833e-05
SLK,Mutation,6.892017203937855e-05
ITGB1BP2,Expression,6.88885304142674e-05
RNPS1,Expression,6.85743406958658e-05
DNAAF19,CRISPR,6.857011161919708e-05
FHOD3,Expression,6.850921401459129e-05
SLC4A1AP,CRISPR,6.845842206357009e-05
ZNF525,Expression,6.802566242574902e-05
ME3,Expression,6.801634583040914e-05
LAGE3,Expression,6.735251199371849e-05
LRIG3,Expression,6.724352495780343e-05
ARRB1,Expression,6.718938847651197e-05
GNA12,Expression,6.700295013707875e-05
ADAMTS6,CRISPR,6.676512815887776e-05
HMG20A,Expression,6.674142229667544e-05
SLC22A17,CRISPR,6.667333230399162e-05
H3C10,CRISPR,6.657934708050747e-05
DPAGT1,Expression,6.64999154031067e-05
IGF2BP2,CRISPR,6.647397638030969e-05
PIGZ,Expression,6.639704440526181e-05
TATDN1,Expression,6.632860176581664e-05
METTL25,CRISPR,6.609411239106574e-05
ZNF692,CRISPR,6.581742178344424e-05
GTF2F1,Expression,6.577536232688983e-05
NSG1,Expression,6.570045456817306e-05
DNAJC17,Expression,6.563449718748629e-05
PTBP3,Expression,6.559558480596698e-05
CCDC32,Expression,6.549043776649807e-05
FBXL16,CRISPR,6.547782270845344e-05
BTG1,Expression,6.520460862306458e-05
GATD3,CRISPR,6.510925772729822e-05
TMEM177,Expression,6.500793710594167e-05
PIGY,CRISPR,6.444519735679377e-05
POLR2M,CRISPR,6.439445586928859e-05
GGTLC1,CRISPR,6.434633563085534e-05
MRPS27,Expression,6.426024959662502e-05
KRT10,CRISPR,6.420095219518526e-05
ANKHD1,CRISPR,6.414059796541894e-05
RIC8A,CRISPR,6.407955229922459e-05
OAS2,Expression,6.373847073932878e-05
MECR,CRISPR,6.361954867048708e-05
NR2F1,Expression,6.350808984166085e-05
F2R,CRISPR,6.349002829877801e-05
LDAF1,Expression,6.346862174931842e-05
TBC1D17,Expression,6.336898552961723e-05
U2AF1,Expression,6.322281759060606e-05
PPP6R2,Expression,6.32033296389257e-05
ZNF398,Expression,6.312768838590837e-05
C2orf69,CRISPR,6.311419900218395e-05
HDAC3,Expression,6.307668540138691e-05
DNAJC13,Expression,6.275146259654327e-05
ADM5,Expression,6.26386043437145e-05
HSP90AB1,CRISPR,6.254835069804128e-05
H3-4,CRISPR,6.252007158849234e-05
ZWILCH,CRISPR,6.249626687161794e-05
NBAS,CRISPR,6.23304115455842e-05
SYNPO,Expression,6.228372754092829e-05
LIMD2,Expression,6.219794423882645e-05
ZNF335,CRISPR,6.21396990456025e-05
LUC7L3,Expression,6.211927414548434e-05
TASOR2,CRISPR,6.208130488095398e-05
HTRA1,Expression,6.203176406595137e-05
VPS39,CRISPR,6.202947312377826e-05
GDPD5,Expression,6.191901393777396e-05
UFL1,CRISPR,6.183254893035974e-05
GPR156,Expression,6.180036820791896e-05
DISC1,Expression,6.141039280995837e-05
ANKRD9,Expression,6.14026995346569e-05
CEP290,CRISPR,6.124234749804106e-05
ZFYVE21,Expression,6.115287645137458e-05
MT1F,Expression,6.084087442201089e-05
MT-ATP8,Expression,6.074448655921988e-05
TMEM221,Expression,6.059148161013123e-05
SLC44A1,Expression,6.032441793260946e-05
VAPA,CRISPR,6.022569031818676e-05
PSPC1,CRISPR,6.020664041779539e-05
ITFG1,Expression,6.006425245486132e-05
RNF2,CRISPR,5.981782188047527e-05
KLHL23,Expression,5.951607954839312e-05
DHDDS,Expression,5.940978666185622e-05
TIMM8A,CRISPR,5.9399937195664185e-05
TMEM230,CRISPR,5.9295321843476905e-05
SNAP23,Expression,5.922675524772169e-05
ENPP1,Expression,5.915859984480121e-05
ZGPAT,Expression,5.9068128070696976e-05
THAP4,Expression,5.894165970830722e-05
SMR3B,CRISPR,5.891971274347044e-05
SEMA6B,Expression,5.8848713924613474e-05
HELZ,Expression,5.8816700988345774e-05
NFIX,Expression,5.881565951281249e-05
PRDM15,Expression,5.863247772492711e-05
PUM3,Expression,5.863235633141808e-05
ZNF594,Expression,5.863124329617263e-05
UBL4B,CRISPR,5.846244652983292e-05
KLF12,Expression,5.839986257954013e-05
TTLL11,CRISPR,5.8380793669095824e-05
CLK2,CRISPR,5.837132702051734e-05
RCOR1,Expression,5.830511104672747e-05
AK2,CRISPR,5.8291361209185726e-05
CUL3,Expression,5.813762829353776e-05
TEAD2,Expression,5.805187383614952e-05
NKIRAS1,Expression,5.787962755076641e-05
PRSS53,Expression,5.786249023900073e-05
ANKRD65,CRISPR,5.773893632574159e-05
DGKD,Expression,5.767773166854748e-05
KRT17,Expression,5.763337786776263e-05
TRIM22,Expression,5.751356162554797e-05
H2AC20,Expression,5.748852853236295e-05
PRPF39,Expression,5.7483488757979664e-05
UBE2O,CRISPR,5.747320897725938e-05
MOCS3,Expression,5.731560541042888e-05
C1GALT1,Expression,5.7312720289884814e-05
TMX2,CRISPR,5.715750983262957e-05
ATP5PD,CRISPR,5.710265688272341e-05
FAM53C,Expression,5.708132495012603e-05
DNM1L,CRISPR,5.706652790364121e-05
NUDT17,CRISPR,5.697769296106979e-05
PLXND1,Expression,5.678481418712315e-05
STX6,Expression,5.666033686029309e-05
ARV1,Expression,5.6477358163141664e-05
CARHSP1,Expression,5.637377523041712e-05
GDI1,Expression,5.6292991396034754e-05
CCND1,Expression,5.618210103063922e-05
RAB5C,CRISPR,5.609429493343057e-05
ZNF285,CRISPR,5.603735924482999e-05
CDV3,Expression,5.603453879728323e-05
MACROH2A1,CRISPR,5.5966973723832826e-05
APLF,Expression,5.588235694748711e-05
TGDS,Expression,5.5816370770945896e-05
CDC42EP5,Expression,5.572776613913659e-05
TIAM1,Expression,5.56596619533578e-05
CCNE1,CRISPR,5.558095560214979e-05
PARP1,Expression,5.533140709303098e-05
CYFIP1,CRISPR,5.528698371769165e-05
HNRNPCL1,Expression,5.528047900055805e-05
KRT83,CRISPR,5.508315627242973e-05
SLC26A11,Expression,5.504452682822853e-05
CDKN2C,Expression,5.49006689922117e-05
IMPDH2,CRISPR,5.480336546807575e-05
NNAT,Expression,5.465911155409002e-05
PAXBP1,Expression,5.454874695643695e-05
PEG10,Expression,5.4529100077832976e-05
GNB1L,Expression,5.439737632978283e-05
NOL11,CRISPR,5.425480744733034e-05
EYS,CRISPR,5.422475786208693e-05
ZNF384,Expression,5.403464212609657e-05
ZNF143,CRISPR,5.3950644022674176e-05
SERTAD2,Expression,5.392620837137124e-05
MATCAP1,Expression,5.389052770873302e-05
DUOX2,Expression,5.3861583011597554e-05
SRRD,CRISPR,5.383526845599301e-05
PER2,Expression,5.377742589554944e-05
CKAP2,CRISPR,5.373586329567563e-05
RAB6A,Expression,5.370348740844312e-05
AP3M1,CRISPR,5.368997950676506e-05
SFI1,Expression,5.366088541582308e-05
FAHD2A,CRISPR,5.350785898197169e-05
SLC26A9,Expression,5.350275938501449e-05
RNF2,Expression,5.350006741289802e-05
PRKCSH,CRISPR,5.349825261472397e-05
BATF2,Expression,5.349573508729344e-05
AGGF1,Expression,5.349275128253002e-05
NDUFS2,Expression,5.347178824026576e-05
RAB3GAP1,Expression,5.344390858233459e-05
ASCL5,CRISPR,5.343196829212969e-05
BATF,Expression,5.308859160310655e-05
TXNRD1,CRISPR,5.297790293682274e-05
RPL22L1,CRISPR,5.293911737767282e-05
AVPI1,Expression,5.293318015257457e-05
JRKL,Expression,5.289988917382597e-05
DNAI4,CRISPR,5.28132247111833e-05
ING3,CRISPR,5.280112753837192e-05
STEEP1,CRISPR,5.278078849494881e-05
MTIF3,Expression,5.27693403744042e-05
STRAP,Expression,5.274027597236203e-05
IRGQ,Expression,5.27240467462398e-05
TRMT1,CRISPR,5.26612087057665e-05
KDM8,CRISPR,5.2546899905069626e-05
LRRC45,CRISPR,5.2538918896639895e-05
H2BC14,CRISPR,5.250044483099392e-05
MTBP,Expression,5.248474142955807e-05
PPM1G,Expression,5.243193148663624e-05
BAZ1A,CRISPR,5.2416589759076814e-05
EXT2,CRISPR,5.214325714852867e-05
XXYLT1,Expression,5.214236744452341e-05
PEDS1,Expression,5.207009977521606e-05
PET117,CRISPR,5.204945629799939e-05
CMTR2,CRISPR,5.198614306431312e-05
LYSET,Expression,5.198355127367968e-05
EFTUD2,Expression,5.196031836658174e-05
POP5,Expression,5.188611742245801e-05
CYLD,CRISPR,5.18091270607292e-05
MRPL9,Expression,5.179062693619127e-05
ACTL10,Expression,5.178505561433333e-05
PANX1,Expression,5.170833691867569e-05
MYD88,Expression,5.16864506682084e-05
GTF2E2,Expression,5.168067454718777e-05
USP47,Expression,5.167504923329863e-05
POC1B,Expression,5.165152618212226e-05
COA5,Expression,5.161246822799288e-05
UBXN1,Expression,5.151953270759708e-05
AKAP12,Expression,5.1448472547748496e-05
SPTLC3,Expression,5.139067050386729e-05
ERGIC3,Expression,5.1372297507417785e-05
NR1D2,Expression,5.132890358497538e-05
CSF3,CRISPR,5.128952340706412e-05
SMCO2,Expression,5.121255190743119e-05
ANGEL1,Expression,5.120044611373178e-05
WDR5,Expression,5.117447151069539e-05
PDE6G,CRISPR,5.10521067312769e-05
H2AJ,CRISPR,5.102314972538315e-05
RANBP3,Expression,5.098820762161824e-05
MEAF6,CRISPR,5.097838258420538e-05
CENPL,CRISPR,5.097345662067268e-05
ZNF106,CRISPR,5.092959654551081e-05
CYB5R2,CRISPR,5.092381415689089e-05
EIF4E3,Expression,5.091586023660287e-05
NR4A1,CRISPR,5.089127712310787e-05
PARG,Expression,5.087355689880845e-05
FADD,Expression,5.081740157126266e-05
FGD4,CRISPR,5.081426378023182e-05
MYSM1,Expression,5.080488688517679e-05
VPS8,CRISPR,5.076678187619757e-05
POFUT1,CRISPR,5.066888045512816e-05
CDC37L1,Expression,5.062588195974009e-05
LY6G5C,Expression,5.045705160152044e-05
DEPP1,Expression,5.045067963064581e-05
XAGE3,CRISPR,5.0435766672617286e-05
CAPRIN2,Expression,5.026860787332562e-05
LCE1B,CRISPR,5.024931021896399e-05
OAZ1,Expression,5.014635312298763e-05
H1-2,CRISPR,5.0029915466200776e-05
SYNJ2,Expression,4.9981729931793016e-05
RFK,CRISPR,4.992843866114221e-05
PSME2,CRISPR,4.979899545386916e-05
RHPN1,CRISPR,4.971579333899315e-05
CHD6,Expression,4.971497659543943e-05
C1S,Expression,4.9692116998421854e-05
PEX5,Expression,4.964669761740808e-05
EHMT1,CRISPR,4.96364548860114e-05
B3GNT9,Expression,4.958239228675115e-05
RBM25,Expression,4.9515417586662646e-05
WDR62,CRISPR,4.950903528669448e-05
CFL1,CRISPR,4.950555385471734e-05
TTK,CRISPR,4.950125952425554e-05
KHK,Expression,4.943461370661036e-05
XAGE5,CRISPR,4.935575819542587e-05
UBR1,Expression,4.926583693056576e-05
RPL35A,Expression,4.919930789206958e-05
PAQR4,CRISPR,4.916816075394715e-05
MAP3K21,Expression,4.908112181173344e-05
PPFIBP1,Expression,4.904135095940874e-05
KRBOX5,CRISPR,4.8933892937374446e-05
USP25,CRISPR,4.890982567436082e-05
NDST1,Expression,4.887577616879847e-05
DIAPH3,CRISPR,4.8866729275804895e-05
SDHAF3,Expression,4.880269029185194e-05
IKBIP,Mutation,4.880121615924509e-05
RAB5IF,Expression,4.871936994777384e-05
DPRX,CRISPR,4.864308172322477e-05
CCDC186,Expression,4.863816553690477e-05
PRKD2,Expression,4.863676392684316e-05
PYROXD2,Expression,4.859845251063099e-05
CBLL1,Expression,4.857731131781737e-05
SCO1,CRISPR,4.8045711583123024e-05
NUP35,CRISPR,4.794517753662054e-05
PPP1R2B,Expression,4.790747468703054e-05
CCZ1B,Expression,4.789283993166344e-05
PLXNA2,Expression,4.78865543151491e-05
FIZ1,Expression,4.782186657763506e-05
BLZF1,Expression,4.7812055086723874e-05
NDUFS7,Expression,4.773874871453489e-05
HOXB9,CRISPR,4.764434781334382e-05
RTL5,Expression,4.759580334631477e-05
SHOX2,Expression,4.758974034725282e-05
TSPAN6,Expression,4.758238427724504e-05
CDA,Expression,4.755701346186427e-05
KIF5A,Expression,4.740920809523808e-05
STX10,CRISPR,4.738251966467845e-05
ARHGAP11A,CRISPR,4.737784130065633e-05
NUMA1,CRISPR,4.737463097930699e-05
TMEM248,Expression,4.731921220623969e-05
ICAM2,Expression,4.73134534358178e-05
ZNF33B,Expression,4.730417753596471e-05
FAAP20,CRISPR,4.728488575209472e-05
P3H4,CRISPR,4.728444699795588e-05
PAX6,Expression,4.726980539680492e-05
TPGS1,Expression,4.726898846506419e-05
CITED2,CRISPR,4.725189079951533e-05
PCM1,Expression,4.724961928249689e-05
ANXA9,CRISPR,4.722497209091388e-05
C5orf15,CRISPR,4.718852336841051e-05
OTUD3,Expression,4.71435334877729e-05
NPAS1,Expression,4.7066987907060274e-05
AOC3,Expression,4.703270904288448e-05
INSIG2,Expression,4.692917071226683e-05
TENT4B,CRISPR,4.688887710964631e-05
UBQLN4,Expression,4.6882397864171767e-05
CCDC30,CRISPR,4.687889060261045e-05
ZNF225,CRISPR,4.684656795603937e-05
ADH5,Expression,4.683317318357021e-05
VPS13D,CRISPR,4.665941623535502e-05
GRHL3,Expression,4.662404766932542e-05
RBM28,Expression,4.6620526860259167e-05
PNPLA6,Expression,4.6517947024156125e-05
EFHD2,Expression,4.620182374660141e-05
ALG11,Expression,4.615789326020743e-05
DRC12,CRISPR,4.610261468948752e-05
XKR8,Expression,4.6097977389967886e-05
ABHD11,CRISPR,4.603238435349435e-05
ZMYND8,CRISPR,4.601765490070981e-05
BARD1,CRISPR,4.598381080515645e-05
SLC35D1,CRISPR,4.595711579013507e-05
MTF1,CRISPR,4.594057210268442e-05
MRPS34,Expression,4.5934746567448966e-05
AIFM2,Expression,4.591384287359187e-05
TTC39C,Expression,4.588166459959421e-05
ZNF484,Expression,4.5862928705173286e-05
CCDC138,Expression,4.584635980571796e-05
PIGV,CRISPR,4.569851792234026e-05
DNAJB14,Expression,4.566574081644825e-05
MLLT1,Expression,4.558878445135375e-05
POGZ,CRISPR,4.558455808508015e-05
PYGO2,CRISPR,4.554098768183279e-05
ATAD3C,Expression,4.548327681502581e-05
ZNF763,Expression,4.548086808656077e-05
XAGE1A,Expression,4.546531399952011e-05
COMMD4,CRISPR,4.542034021174853e-05
NPAS2,Expression,4.5354791499822e-05
TRIQK,Expression,4.53294855111196e-05
FRMD3,Expression,4.5228269726353165e-05
DOP1A,Expression,4.520578488363783e-05
CEP83,Expression,4.515782133037796e-05
TYRO3,CRISPR,4.513207684041609e-05
LRRC39,CRISPR,4.510498696869351e-05
SAP130,CRISPR,4.505225457992535e-05
RHOB,Expression,4.503682410165377e-05
ADGRF3,Expression,4.503198702865534e-05
MIF4GD,CRISPR,4.494912704365369e-05
SMG8,CRISPR,4.490734265698151e-05
CEP43,Expression,4.4895064593082296e-05
METTL15,Expression,4.478780863064736e-05
TTLL1,Mutation,4.478499908800585e-05
NUDT14,Expression,4.47737980561828e-05
PRRT1,Expression,4.477248187048657e-05
IL9R,Expression,4.472357104357319e-05
LIN9,CRISPR,4.471200492843824e-05
MSANTD2,Expression,4.4684088183448006e-05
PLEKHG2,Expression,4.467151816319416e-05
ZNF460,Expression,4.4641358593410345e-05
DCTN6,Expression,4.460457518156027e-05
FCER1G,Expression,4.4598604363876966e-05
SC5D,Expression,4.454371898115248e-05
TSPAN12,Expression,4.449433239019268e-05
GAA,Expression,4.4421196204196994e-05
C2orf15,Expression,4.439967314128926e-05
AUP1,CRISPR,4.4392274794791175e-05
BCL7A,CRISPR,4.436595276642972e-05
MRPL22,Expression,4.43639599569193e-05
SLC2A4RG,Expression,4.435901401600699e-05
SULF2,Expression,4.435272442619675e-05
MCU,Expression,4.432947353635698e-05
PPOX,CRISPR,4.432701529447746e-05
FDXR,CRISPR,4.432662647098112e-05
CARD10,Expression,4.419492546317736e-05
UBE3C,Expression,4.407147052981421e-05
H4C4,CRISPR,4.404408180802474e-05
YWHAQ,Expression,4.4036106440887445e-05
LEAP2,Expression,4.39689999007607e-05
COPS4,CRISPR,4.396527433072615e-05
PSTK,CRISPR,4.386095735133927e-05
ESRRA,Expression,4.383264082447729e-05
DET1,CRISPR,4.3801833400602086e-05
VASP,CRISPR,4.373318298964007e-05
NFATC2IP,CRISPR,4.365132116867736e-05
PHLPP1,Expression,4.364785927734222e-05
TBL1XR1,Expression,4.362248030103721e-05
MEF2B,Expression,4.361058062277321e-05
PARD6G,Expression,4.360687069851162e-05
STOM,Expression,4.359561253872138e-05
SLC25A51,CRISPR,4.357014262166118e-05
NAA25,Expression,4.353308475258199e-05
CEP131,CRISPR,4.352898920579913e-05
CCNH,Expression,4.343512754428877e-05
TMEM182,Expression,4.336051615986241e-05
TFG,Expression,4.332354028307255e-05
ARRDC1,CRISPR,4.331923252329829e-05
CD7,Expression,4.3311610941606935e-05
SRC,CRISPR,4.32536122637221e-05
SARAF,Expression,4.320463020305173e-05
PTK2B,Expression,4.3187675937306485e-05
FAHD2B,Expression,4.304239284569684e-05
GH2,CRISPR,4.299999116002937e-05
CSRP1,Expression,4.298960808091077e-05
NEDD9,Expression,4.2953550308234806e-05
FKBP1C,Expression,4.2945599589083695e-05
STIP1,CRISPR,4.291748576197731e-05
B3GAT3,CRISPR,4.2623678901573287e-05
DET1,Expression,4.250856765237751e-05
WDTC1,CRISPR,4.250668944493849e-05
MCFD2,Expression,4.247792141155197e-05
EPHA10,CRISPR,4.238361762853984e-05
SLC35G3,CRISPR,4.235713356076915e-05
KRT83,Expression,4.235628317867703e-05
CLPX,CRISPR,4.229860486193315e-05
ACO2,Expression,4.2292341357119696e-05
COPRS,CRISPR,4.225969712509357e-05
OLFML3,CRISPR,4.225517504731358e-05
TRMT2A,Expression,4.214767442439235e-05
TPGS1,CRISPR,4.210777801738456e-05
NCOA4,Expression,4.210371083319964e-05
CPLANE2,CRISPR,4.207196782253e-05
FAM193B,Expression,4.206078874755999e-05
MEF2A,Expression,4.205225994861117e-05
PPM1G,CRISPR,4.204781424765285e-05
HS2ST1,CRISPR,4.202235238911111e-05
ALDH4A1,Expression,4.191040363776339e-05
NOLC1,CRISPR,4.1869765135728046e-05
HSPA14,CRISPR,4.184159183640167e-05
ANKRD12,CRISPR,4.178081972840903e-05
ATF5,CRISPR,4.1716047658947256e-05
TIMMDC1,Expression,4.16881976036751e-05
MTMR4,Expression,4.167746159254511e-05
RNF122,Expression,4.1666799875412233e-05
CRYBG2,Expression,4.160292090496568e-05
TLCD5,Expression,4.157243399046575e-05
ADSS2,Expression,4.154298617294814e-05
GALNT12,Expression,4.147336552223239e-05
EXOSC2,Mutation,4.145134717145992e-05
RFC1,CRISPR,4.144254225352704e-05
EPOP,CRISPR,4.143435477172931e-05
RHOBTB3,Expression,4.136885639094484e-05
TTF1,CRISPR,4.133084863079712e-05
TNFSF13,Expression,4.12665866551186e-05
SDHC,CRISPR,4.123992046998207e-05
GABBR1,Expression,4.122178232124054e-05
VCPKMT,CRISPR,4.111535642790393e-05
NKX3-1,Expression,4.1102088537378486e-05
NEUROD2,CRISPR,4.110079359515183e-05
BBX,Expression,4.1073537924952416e-05
EZR,CRISPR,4.105960470070575e-05
BRSK2,Expression,4.102887445914303e-05
WDR25,CRISPR,4.100960200287042e-05
APOL3,Expression,4.097010140188375e-05
PPP1R12A,Expression,4.087291503502965e-05
ADAT2,Expression,4.085750600945237e-05
MTSS1,CRISPR,4.0813338961130415e-05
ATAD1,Expression,4.075736609660648e-05
FBXL12,CRISPR,4.075625255100066e-05
CHAMP1,CRISPR,4.073240551585176e-05
JUND,Expression,4.071560156303282e-05
TRIM23,Expression,4.055249084584828e-05
CLBA1,Expression,4.04860255376848e-05
NOM1,CRISPR,4.048270814043086e-05
CDX2,CRISPR,4.043490702618094e-05
E2F7,Mutation,4.039773401855202e-05
ZNF124,Expression,4.035728458733403e-05
ZP3,CRISPR,4.032650640045059e-05
POLA1,CRISPR,4.0318757722460544e-05
SPTSSB,Expression,4.028995942919876e-05
UBLCP1,Expression,4.02733639673564e-05
EFNA4,Expression,4.021966223268787e-05
MAST2,Expression,4.021707414394619e-05
AGPS,Expression,4.014199487310467e-05
ERI3,Expression,4.0141413594080656e-05
CEMIP,Expression,4.006330504711866e-05
PRXL2A,Expression,4.003719800524969e-05
WDR83,Expression,4.000437140324891e-05
RNF40,CRISPR,3.99918250599329e-05
LRRC8C,Expression,3.996435360270451e-05
KIRREL1,Expression,3.992231373262304e-05
MOB4,Expression,3.98390751750215e-05
IL18,CRISPR,3.9821541034526246e-05
LRRTM4,CRISPR,3.981068541186826e-05
PSMB7,Expression,3.97992591541255e-05
LMO7,Expression,3.978349352600827e-05
DIS3,CRISPR,3.9780734659403e-05
GTF2H3,Expression,3.976765020559414e-05
ISCA1,CRISPR,3.9747903367052974e-05
MUL1,Expression,3.969627516819678e-05
MOCS2,CRISPR,3.967527102320874e-05
NPAT,Expression,3.962451479513232e-05
PWWP2A,Expression,3.958871030258683e-05
PPARGC1B,CRISPR,3.955637142598472e-05
PPOX,Expression,3.954137100104604e-05
MEF2D,Expression,3.953131025156233e-05
ARVCF,Expression,3.944968508339048e-05
AGAP4,Expression,3.938628632659006e-05
RNF214,Expression,3.924876189622812e-05
CCAR1,CRISPR,3.917350145729889e-05
