Feature
MUT_SARDH (1757)
MUT_GLT6D1 (360203)
MUT_CCDC187 (399693)
MUT_GPSM1 (26086)
MUT_SEC16A (9919)
MUT_ASB11 (140456)
MUT_NHS (4810)
MUT_ACOT9 (23597)
MUT_DDX3X (1654)
MUT_SHROOM4 (57477)
MUT_AMER1 (139285)
MUT_NHSL2 (340527)
MUT_XIST (7503)
MUT_FAM133A (286499)
MUT_ARMCX4 (100131755)
MUT_COL4A6 (1288)
MUT_GRIA3 (2892)
MUT_ARHGEF6 (9459)
MUT_SLITRK4 (139065)
MUT_MCF2L2P1 (127525790)
