Pathway,Source,PathwayID,GlobalID
Interleukin-36 Pathway R-HSA-9014826,Reactome,768,5679
Interleukin-37 Signaling R-HSA-9008059,Reactome,769,5680
Interleukin-4 And Interleukin-13 Signaling R-HSA-6785807,Reactome,770,5681
Interleukin-6 Family Signaling R-HSA-6783589,Reactome,771,5682
Interleukin-6 Signaling R-HSA-1059683,Reactome,772,5683
Interleukin-7 Signaling R-HSA-1266695,Reactome,773,5684
Interleukin-9 Signaling R-HSA-8985947,Reactome,774,5685
Intestinal Absorption R-HSA-8963676,Reactome,775,5686
Intra-Golgi And Retrograde Golgi-to-ER Traffic R-HSA-6811442,Reactome,776,5687
Intra-Golgi Traffic R-HSA-6811438,Reactome,777,5688
Intracellular Signaling By Second Messengers R-HSA-9006925,Reactome,778,5689
Intraflagellar Transport R-HSA-5620924,Reactome,779,5690
Intrinsic Pathway For Apoptosis R-HSA-109606,Reactome,780,5691
Intrinsic Pathway Of Fibrin Clot Formation R-HSA-140837,Reactome,781,5692
Inwardly Rectifying K+ Channels R-HSA-1296065,Reactome,782,5693
Ion Channel Transport R-HSA-983712,Reactome,783,5694
Ion Homeostasis R-HSA-5578775,Reactome,784,5695
Ion Transport By P-type ATPases R-HSA-936837,Reactome,785,5696
Iron Uptake And Transport R-HSA-917937,Reactome,786,5697
JNK (c-Jun Kinases) Phosphorylation And Activation Mediated By Activated Human TAK1 R-HSA-450321,Reactome,787,5698
Josephin Domain DUBs R-HSA-5689877,Reactome,788,5699
KEAP1-NFE2L2 Pathway R-HSA-9755511,Reactome,789,5700
KSRP (KHSRP) Binds And Destabilizes mRNA R-HSA-450604,Reactome,790,5701
Keratan Sulfate Biosynthesis R-HSA-2022854,Reactome,791,5702
Keratan Sulfate Degradation R-HSA-2022857,Reactome,792,5703
Keratan Sulfate/Keratin Metabolism R-HSA-1638074,Reactome,793,5704
Keratinization R-HSA-6805567,Reactome,794,5705
Ketone Body Metabolism R-HSA-74182,Reactome,795,5706
Killing Mechanisms R-HSA-9664420,Reactome,796,5707
Kinesins R-HSA-983189,Reactome,797,5708
L13a-mediated Translational Silencing Of Ceruloplasmin Expression R-HSA-156827,Reactome,798,5709
L1CAM Interactions R-HSA-373760,Reactome,799,5710
LDL Clearance R-HSA-8964038,Reactome,800,5711
LDL Remodeling R-HSA-8964041,Reactome,801,5712
LGI-ADAM Interactions R-HSA-5682910,Reactome,802,5713
LRR FLII-interacting Protein 1 (LRRFIP1) Activates Type I IFN Production R-HSA-3134973,Reactome,803,5714
LTC4-CYSLTR Mediated IL4 Production R-HSA-9664535,Reactome,804,5715
Lagging Strand Synthesis R-HSA-69186,Reactome,805,5716
Laminin Interactions R-HSA-3000157,Reactome,806,5717
Late Phase Of HIV Life Cycle R-HSA-162599,Reactome,807,5718
Late SARS-CoV-2 Infection Events R-HSA-9772573,Reactome,808,5719
Late Endosomal Microautophagy R-HSA-9615710,Reactome,809,5720
Leading Strand Synthesis R-HSA-69109,Reactome,810,5721
Lectin Pathway Of Complement Activation R-HSA-166662,Reactome,811,5722
Leishmania Infection R-HSA-9658195,Reactome,812,5723
Leukotriene Receptors R-HSA-391906,Reactome,813,5724
Lewis Blood Group Biosynthesis R-HSA-9037629,Reactome,814,5725
Ligand-receptor Interactions R-HSA-5632681,Reactome,815,5726
Linoleic Acid (LA) Metabolism R-HSA-2046105,Reactome,816,5727
Lipid Particle Organization R-HSA-8964572,Reactome,817,5728
Lipophagy R-HSA-9613354,Reactome,818,5729
Listeria Monocytogenes Entry Into Host Cells R-HSA-8876384,Reactome,819,5730
Long-term Potentiation R-HSA-9620244,Reactome,820,5731
Loss Of Function Of SMAD2/3 In Cancer R-HSA-3304349,Reactome,821,5732
Loss Of Function Of TGFBR1 In Cancer R-HSA-3656534,Reactome,822,5733
Loss Of MECP2 Binding Ability To NCoR/SMRT Complex R-HSA-9022537,Reactome,823,5734
Loss Of Nlp From Mitotic Centrosomes R-HSA-380259,Reactome,824,5735
Lysine Catabolism R-HSA-71064,Reactome,825,5736
Lysosome Vesicle Biogenesis R-HSA-432720,Reactome,826,5737
Lysosphingolipid And LPA Receptors R-HSA-419408,Reactome,827,5738
M Phase R-HSA-68886,Reactome,828,5739
MAP Kinase Activation R-HSA-450294,Reactome,829,5740
MAP2K And MAPK Activation R-HSA-5674135,Reactome,830,5741
MAP3K8 (TPL2)-dependent MAPK1/3 Activation R-HSA-5684264,Reactome,831,5742
MAPK Family Signaling Cascades R-HSA-5683057,Reactome,832,5743
MAPK Targets/ Nuclear Events Mediated By MAP Kinases R-HSA-450282,Reactome,833,5744
MAPK1 (ERK2) Activation R-HSA-112411,Reactome,834,5745
MAPK1/MAPK3 Signaling R-HSA-5684996,Reactome,835,5746
MAPK3 (ERK1) Activation R-HSA-110056,Reactome,836,5747
MAPK6/MAPK4 Signaling R-HSA-5687128,Reactome,837,5748
MASTL Facilitates Mitotic Progression R-HSA-2465910,Reactome,838,5749
MECP2 Regulates Neuronal Receptors And Channels R-HSA-9022699,Reactome,839,5750
MECP2 Regulates Transcription Factors R-HSA-9022707,Reactome,840,5751
MECP2 Regulates Transcription Of Neuronal Ligands R-HSA-9022702,Reactome,841,5752
MET Receptor Activation R-HSA-6806942,Reactome,842,5753
MET Activates PI3K/AKT Signaling R-HSA-8851907,Reactome,843,5754
MET Activates PTK2 Signaling R-HSA-8874081,Reactome,844,5755
MET Activates PTPN11 R-HSA-8865999,Reactome,845,5756
MET Activates RAP1 And RAC1 R-HSA-8875555,Reactome,846,5757
MET Activates RAS Signaling R-HSA-8851805,Reactome,847,5758
MET Interacts With TNS Proteins R-HSA-8875513,Reactome,848,5759
MET Promotes Cell Motility R-HSA-8875878,Reactome,849,5760
MET Receptor Recycling R-HSA-8875656,Reactome,850,5761
MHC Class II Antigen Presentation R-HSA-2132295,Reactome,851,5762
MTOR Signaling R-HSA-165159,Reactome,852,5763
Macroautophagy R-HSA-1632852,Reactome,853,5764
Major Pathway Of rRNA Processing In Nucleolus And Cytosol R-HSA-6791226,Reactome,854,5765
Maturation Of Nucleoprotein R-HSA-9683610,Reactome,855,5766
Maturation Of Protein 3A R-HSA-9683673,Reactome,856,5767
Maturation Of Spike Protein R-HSA-9683686,Reactome,857,5768
Meiosis R-HSA-1500620,Reactome,858,5769
Meiotic Recombination R-HSA-912446,Reactome,859,5770
Meiotic Synapsis R-HSA-1221632,Reactome,860,5771
Membrane Trafficking R-HSA-199991,Reactome,862,5772
Membrane Binding And Targetting Of GAG Proteins R-HSA-174490,Reactome,863,5773
Metabolic Disorders Of Biological Oxidation Enzymes R-HSA-5579029,Reactome,864,5774
Metabolism Of Angiotensinogen To Angiotensins R-HSA-2022377,Reactome,865,5775
Metabolism Of RNA R-HSA-8953854,Reactome,866,5776
Metabolism Of Amine-Derived Hormones R-HSA-209776,Reactome,867,5777
Metabolism Of Amino Acids And Derivatives R-HSA-71291,Reactome,868,5778
Metabolism Of Carbohydrates R-HSA-71387,Reactome,869,5779
Metabolism Of Cofactors R-HSA-8978934,Reactome,870,5780
Metabolism Of Fat-Soluble Vitamins R-HSA-6806667,Reactome,871,5781
Metabolism Of Folate And Pterines R-HSA-196757,Reactome,872,5782
"Metabolism Of Ingested SeMet, Sec, MeSec Into H2Se R-HSA-2408508",Reactome,873,5783
Metabolism Of Lipids R-HSA-556833,Reactome,874,5784
Metabolism Of Nitric Oxide: NOS3 Activation And Regulation R-HSA-202131,Reactome,875,5785
Metabolism Of Non-Coding RNA R-HSA-194441,Reactome,876,5786
Metabolism Of Nucleotides R-HSA-15869,Reactome,877,5787
Metabolism Of Polyamines R-HSA-351202,Reactome,878,5788
Metabolism Of Porphyrins R-HSA-189445,Reactome,879,5789
Metabolism Of Proteins R-HSA-392499,Reactome,880,5790
Metabolism Of Steroid Hormones R-HSA-196071,Reactome,881,5791
Metabolism Of Steroids R-HSA-8957322,Reactome,882,5792
Metabolism Of Vitamins And Cofactors R-HSA-196854,Reactome,883,5793
Metabolism Of Water-Soluble Vitamins And Cofactors R-HSA-196849,Reactome,884,5794
Metal Ion SLC Transporters R-HSA-425410,Reactome,885,5795
Metal Sequestration By Antimicrobial Proteins R-HSA-6799990,Reactome,886,5796
Metalloprotease DUBs R-HSA-5689901,Reactome,887,5797
Metallothioneins Bind Metals R-HSA-5661231,Reactome,888,5798
Methionine Salvage Pathway R-HSA-1237112,Reactome,889,5799
Methylation R-HSA-156581,Reactome,890,5800
MicroRNA (miRNA) Biogenesis R-HSA-203927,Reactome,891,5801
Microbial Modulation Of RIPK1-mediated Regulated Necrosis R-HSA-9686347,Reactome,892,5802
Miro GTPase Cycle R-HSA-9715370,Reactome,894,5803
Miscellaneous Substrates R-HSA-211958,Reactome,895,5804
Miscellaneous Transport And Binding Events R-HSA-5223345,Reactome,896,5805
Mismatch Repair R-HSA-5358508,Reactome,897,5806
Mismatch Repair (MMR) Directed By MSH2:MSH3 (MutSbeta) R-HSA-5358606,Reactome,898,5807
Mismatch Repair (MMR) Directed By MSH2:MSH6 (MutSalpha) R-HSA-5358565,Reactome,899,5808
Mitochondrial Fatty Acid Beta-Oxidation R-HSA-77289,Reactome,900,5809
Mitochondrial Uncoupling R-HSA-166187,Reactome,901,5810
Mitochondrial Biogenesis R-HSA-1592230,Reactome,902,5811
Mitochondrial Calcium Ion Transport R-HSA-8949215,Reactome,903,5812
Mitochondrial Iron-Sulfur Cluster Biogenesis R-HSA-1362409,Reactome,904,5813
Mitochondrial Protein Import R-HSA-1268020,Reactome,905,5814
Mitochondrial tRNA Aminoacylation R-HSA-379726,Reactome,906,5815
Mitochondrial Translation R-HSA-5368287,Reactome,907,5816
Mitochondrial Translation Elongation R-HSA-5389840,Reactome,908,5817
Mitochondrial Translation Initiation R-HSA-5368286,Reactome,909,5818
Mitochondrial Translation Termination R-HSA-5419276,Reactome,910,5819
Mitophagy R-HSA-5205647,Reactome,911,5820
Mitotic Anaphase R-HSA-68882,Reactome,912,5821
Mitotic G1 Phase And G1/S Transition R-HSA-453279,Reactome,913,5822
Mitotic G2-G2/M Phases R-HSA-453274,Reactome,914,5823
Mitotic Metaphase And Anaphase R-HSA-2555396,Reactome,915,5824
Mitotic Prometaphase R-HSA-68877,Reactome,916,5825
Mitotic Prophase R-HSA-68875,Reactome,917,5826
Mitotic Spindle Checkpoint R-HSA-69618,Reactome,918,5827
Mitotic Telophase/Cytokinesis R-HSA-68884,Reactome,919,5828
Molecules Associated With Elastic Fibres R-HSA-2129379,Reactome,921,5829
Molybdenum Cofactor Biosynthesis R-HSA-947581,Reactome,922,5830
Mucopolysaccharidoses R-HSA-2206281,Reactome,923,5831
Multifunctional Anion Exchangers R-HSA-427601,Reactome,924,5832
Muscarinic Acetylcholine Receptors R-HSA-390648,Reactome,925,5833
Muscle Contraction R-HSA-397014,Reactome,926,5834
MyD88 Cascade Initiated On Plasma Membrane R-HSA-975871,Reactome,927,5835
MyD88 Deficiency (TLR2/4) R-HSA-5602498,Reactome,928,5836
MyD88 Dependent Cascade Initiated On Endosome R-HSA-975155,Reactome,929,5837
MyD88-independent TLR4 Cascade R-HSA-166166,Reactome,930,5838
MyD88:MAL(TIRAP) Cascade Initiated On Plasma Membrane R-HSA-166058,Reactome,931,5839
Myogenesis R-HSA-525793,Reactome,933,5840
N-Glycan Antennae Elongation R-HSA-975577,Reactome,934,5841
N-glycan Antennae Elongation In medial/trans-Golgi R-HSA-975576,Reactome,935,5842
N-glycan Trimming In ER And Calnexin/Calreticulin Cycle R-HSA-532668,Reactome,937,5843
NADE Modulates Death Signaling R-HSA-205025,Reactome,938,5844
NCAM Signaling For Neurite Out-Growth R-HSA-375165,Reactome,939,5845
NCAM1 Interactions R-HSA-419037,Reactome,940,5846
NEP/NS2 Interacts With Cellular Export Machinery R-HSA-168333,Reactome,941,5847
NF-kB Activation Thru FADD/RIP-1 Pathway Mediated By Caspase-8 And -10 R-HSA-933543,Reactome,942,5848
NF-kB Is Activated And Signals Survival R-HSA-209560,Reactome,943,5849
NGF-independant TRKA Activation R-HSA-187024,Reactome,944,5850
NGF-stimulated Transcription R-HSA-9031628,Reactome,945,5851
NIK To Noncanonical NF-kB Signaling R-HSA-5676590,Reactome,946,5852
NOD1/2 Signaling Pathway R-HSA-168638,Reactome,947,5853
NOTCH1 Intracellular Domain Regulates Transcription R-HSA-2122947,Reactome,949,5854
NOTCH2 Activation And Transmission Of Signal To Nucleus R-HSA-2979096,Reactome,950,5855
NOTCH2 Intracellular Domain Regulates Transcription R-HSA-2197563,Reactome,951,5856
NOTCH3 Activation And Transmission Of Signal To Nucleus R-HSA-9013507,Reactome,952,5857
NOTCH3 Intracellular Domain Regulates Transcription R-HSA-9013508,Reactome,953,5858
NOTCH4 Activation And Transmission Of Signal To Nucleus R-HSA-9013700,Reactome,954,5859
NOTCH4 Intracellular Domain Regulates Transcription R-HSA-9013695,Reactome,955,5860
NR1H2 And NR1H3 Regulate Gene Expression Linked To Gluconeogenesis R-HSA-9632974,Reactome,956,5861
NR1H2 And NR1H3 Regulate Gene Expression Linked To Lipogenesis R-HSA-9029558,Reactome,957,5862
NR1H2 And NR1H3 Regulate Gene Expression Linked To Triglyceride Lipolysis In Adipose R-HSA-9031528,Reactome,958,5863
NR1H2 And NR1H3 Regulate Gene Expression To Control Bile Acid Homeostasis R-HSA-9623433,Reactome,959,5864
NR1H2 And NR1H3 Regulate Gene Expression To Limit Cholesterol Uptake R-HSA-9031525,Reactome,960,5865
NR1H2 And NR1H3-mediated Signaling R-HSA-9024446,Reactome,961,5866
NR1H3 And NR1H2 Regulate Gene Expression Linked To Cholesterol Transport And Efflux R-HSA-9029569,Reactome,962,5867
NRAGE Signals Death Thru JNK R-HSA-193648,Reactome,963,5868
NRIF Signals Cell Death From Nucleus R-HSA-205043,Reactome,964,5869
NS1 Mediated Effects On Host Pathways R-HSA-168276,Reactome,965,5870
Na+/Cl- Dependent Neurotransmitter Transporters R-HSA-442660,Reactome,966,5871
Nectin/Necl Trans Heterodimerization R-HSA-420597,Reactome,967,5872
Neddylation R-HSA-8951664,Reactome,968,5873
Nef Mediated CD4 Down-regulation R-HSA-167590,Reactome,969,5874
Nef Mediated CD8 Down-regulation R-HSA-182218,Reactome,970,5875
Nef And Signal Transduction R-HSA-164944,Reactome,971,5876
Nef Mediated Downregulation Of MHC Class I Complex Cell Surface Expression R-HSA-164940,Reactome,972,5877
Nef-mediated Downmodulation Of Cell Surface Receptors By Recruitment To Clathrin Adapters R-HSA-164938,Reactome,973,5878
Negative Epigenetic Regulation Of rRNA Expression R-HSA-5250941,Reactome,974,5879
Negative Feedback Regulation Of MAPK Pathway R-HSA-5674499,Reactome,975,5880
Negative Regulation Of FGFR1 Signaling R-HSA-5654726,Reactome,976,5881
Negative Regulation Of FGFR2 Signaling R-HSA-5654727,Reactome,977,5882
Negative Regulation Of FGFR3 Signaling R-HSA-5654732,Reactome,978,5883
Negative Regulation Of FGFR4 Signaling R-HSA-5654733,Reactome,979,5884
Negative Regulation Of FLT3 R-HSA-9706369,Reactome,980,5885
Negative Regulation Of MAPK Pathway R-HSA-5675221,Reactome,981,5886
Negative Regulation Of MET Activity R-HSA-6807004,Reactome,982,5887
Negative Regulation Of NMDA Receptor-Mediated Neuronal Transmission R-HSA-9617324,Reactome,983,5888
Negative Regulation Of NOTCH4 Signaling R-HSA-9604323,Reactome,984,5889
Negative Regulation Of TCF-dependent Signaling By WNT Ligand Antagonists R-HSA-3772470,Reactome,985,5890
Negative Regulation Of Activity Of TFAP2 (AP-2) Family Transcription Factors R-HSA-8866904,Reactome,986,5891
Negative Regulation Of PI3K/AKT Network R-HSA-199418,Reactome,987,5892
Negative Regulators Of DDX58/IFIH1 Signaling R-HSA-936440,Reactome,988,5893
Nephrin Family Interactions R-HSA-373753,Reactome,989,5894
Nervous System Development R-HSA-9675108,Reactome,990,5895
Netrin Mediated Repulsion Signals R-HSA-418886,Reactome,991,5896
Netrin-1 Signaling R-HSA-373752,Reactome,992,5897
Neurexins And Neuroligins R-HSA-6794361,Reactome,993,5898
Neurofascin Interactions R-HSA-447043,Reactome,994,5899
Neuronal System R-HSA-112316,Reactome,995,5900
Neurotoxicity Of Clostridium Toxins R-HSA-168799,Reactome,996,5901
Neurotransmitter Clearance R-HSA-112311,Reactome,997,5902
Neurotransmitter Receptors And Postsynaptic Signal Transmission R-HSA-112314,Reactome,998,5903
Neurotransmitter Release Cycle R-HSA-112310,Reactome,999,5904
Neutrophil Degranulation R-HSA-6798695,Reactome,1000,5905
Nicotinamide Salvaging R-HSA-197264,Reactome,1001,5906
Nicotinate Metabolism R-HSA-196807,Reactome,1002,5907
Nitric Oxide Stimulates Guanylate Cyclase R-HSA-392154,Reactome,1003,5908
NoRC Negatively Regulates rRNA Expression R-HSA-427413,Reactome,1004,5909
Non-integrin membrane-ECM Interactions R-HSA-3000171,Reactome,1005,5910
Noncanonical Activation Of NOTCH3 R-HSA-9017802,Reactome,1006,5911
Nonhomologous End-Joining (NHEJ) R-HSA-5693571,Reactome,1007,5912
Nonsense Mediated Decay (NMD) Enhanced By Exon Junction Complex (EJC) R-HSA-975957,Reactome,1008,5913
Nonsense Mediated Decay (NMD) Independent Of Exon Junction Complex (EJC) R-HSA-975956,Reactome,1009,5914
Norepinephrine Neurotransmitter Release Cycle R-HSA-181430,Reactome,1010,5915
Notch-HLH Transcription Pathway R-HSA-350054,Reactome,1011,5916
Nuclear Envelope (NE) Reassembly R-HSA-2995410,Reactome,1013,5917
Nuclear Envelope Breakdown R-HSA-2980766,Reactome,1014,5918
Nuclear Events (Kinase And Transcription Factor Activation) R-HSA-198725,Reactome,1015,5919
Nuclear Pore Complex (NPC) Disassembly R-HSA-3301854,Reactome,1016,5920
Nuclear Receptor Transcription Pathway R-HSA-383280,Reactome,1017,5921
Nuclear Events Mediated By NFE2L2 R-HSA-9759194,Reactome,1018,5922
Nuclear Events Stimulated By ALK Signaling In Cancer R-HSA-9725371,Reactome,1019,5923
Nuclear Import Of Rev Protein R-HSA-180746,Reactome,1020,5924
Nuclear Signaling By ERBB4 R-HSA-1251985,Reactome,1021,5925
Nucleotide Excision Repair R-HSA-5696398,Reactome,1022,5926
Nucleotide Biosynthesis R-HSA-8956320,Reactome,1023,5927
Nucleotide Catabolism R-HSA-8956319,Reactome,1024,5928
Nucleotide Salvage R-HSA-8956321,Reactome,1025,5929
"Nucleotide-binding Domain, Leucine Rich Repeat Containing NLR Signaling Pathways R-HSA-168643",Reactome,1026,5930
Nucleotide-like (Purinergic) Receptors R-HSA-418038,Reactome,1027,5931
O-glycosylation Of TSR Domain-Containing Proteins R-HSA-5173214,Reactome,1028,5932
O-linked Glycosylation R-HSA-5173105,Reactome,1029,5933
O-linked Glycosylation Of Mucins R-HSA-913709,Reactome,1030,5934
OAS Antiviral Response R-HSA-8983711,Reactome,1031,5935
Olfactory Signaling Pathway R-HSA-381753,Reactome,1032,5936
Oncogene Induced Senescence R-HSA-2559585,Reactome,1033,5937
Oncogenic MAPK Signaling R-HSA-6802957,Reactome,1034,5938
Opioid Signaling R-HSA-111885,Reactome,1035,5939
Orc1 Removal From Chromatin R-HSA-68949,Reactome,1037,5940
Orexin And Neuropeptides FF And QRFP Bind To Their Respective Receptors R-HSA-389397,Reactome,1038,5941
Organelle Biogenesis And Maintenance R-HSA-1852241,Reactome,1039,5942
Organic Anion Transport R-HSA-561048,Reactome,1040,5943
Organic Anion Transporters R-HSA-428643,Reactome,1041,5944
Organic Cation Transport R-HSA-549127,Reactome,1042,5945
Organic Cation/Anion/Zwitterion Transport R-HSA-549132,Reactome,1043,5946
Other Interleukin Signaling R-HSA-449836,Reactome,1044,5947
Other Semaphorin Interactions R-HSA-416700,Reactome,1045,5948
Ovarian Tumor Domain Proteases R-HSA-5689896,Reactome,1046,5949
Oxidative Stress Induced Senescence R-HSA-2559580,Reactome,1047,5950
Oxygen-dependent Proline Hydroxylation Of Hypoxia-inducible Factor Alpha R-HSA-1234176,Reactome,1048,5951
P2Y Receptors R-HSA-417957,Reactome,1049,5952
PCNA-Dependent Long Patch Base Excision Repair R-HSA-5651801,Reactome,1050,5953
PCP/CE Pathway R-HSA-4086400,Reactome,1051,5954
PD-1 Signaling R-HSA-389948,Reactome,1052,5955
PECAM1 Interactions R-HSA-210990,Reactome,1053,5956
PERK Regulates Gene Expression R-HSA-381042,Reactome,1054,5957
PI Metabolism R-HSA-1483255,Reactome,1055,5958
PI-3K cascade:FGFR1 R-HSA-5654689,Reactome,1056,5959
PI-3K cascade:FGFR2 R-HSA-5654695,Reactome,1057,5960
PI-3K cascade:FGFR3 R-HSA-5654710,Reactome,1058,5961
PI-3K cascade:FGFR4 R-HSA-5654720,Reactome,1059,5962
PI3K Cascade R-HSA-109704,Reactome,1060,5963
PI3K Events In ERBB2 Signaling R-HSA-1963642,Reactome,1061,5964
PI3K Events In ERBB4 Signaling R-HSA-1250342,Reactome,1062,5965
PI3K/AKT Signaling In Cancer R-HSA-2219528,Reactome,1063,5966
PI3K/AKT Activation R-HSA-198203,Reactome,1064,5967
PI5P Regulates TP53 Acetylation R-HSA-6811555,Reactome,1065,5968
"PI5P, PP2A And IER3 Regulate PI3K/AKT Signaling R-HSA-6811558",Reactome,1066,5969
PINK1-PRKN Mediated Mitophagy R-HSA-5205685,Reactome,1067,5970
PIP3 Activates AKT Signaling R-HSA-1257604,Reactome,1068,5971
PIWI-interacting RNA (piRNA) Biogenesis R-HSA-5601884,Reactome,1069,5972
PKA Activation R-HSA-163615,Reactome,1070,5973
PKA Activation In Glucagon Signaling R-HSA-164378,Reactome,1071,5974
PKA-mediated Phosphorylation Of CREB R-HSA-111931,Reactome,1072,5975
PKA-mediated Phosphorylation Of Key Metabolic Factors R-HSA-163358,Reactome,1073,5976
PKMTs Methylate Histone Lysines R-HSA-3214841,Reactome,1074,5977
PLC Beta Mediated Events R-HSA-112043,Reactome,1075,5978
POLB-Dependent Long Patch Base Excision Repair R-HSA-110362,Reactome,1076,5979
"POU5F1 (OCT4), SOX2, NANOG Activate Genes Related To Proliferation R-HSA-2892247",Reactome,1077,5980
"POU5F1 (OCT4), SOX2, NANOG Repress Genes Related To Differentiation R-HSA-2892245",Reactome,1078,5981
PP2A-mediated Dephosphorylation Of Key Metabolic Factors R-HSA-163767,Reactome,1079,5982
PPARA Activates Gene Expression R-HSA-1989781,Reactome,1080,5983
PRC2 Methylates Histones And DNA R-HSA-212300,Reactome,1081,5984
PTEN Regulation R-HSA-6807070,Reactome,1082,5985
PTK6 Expression R-HSA-8849473,Reactome,1083,5986
PTK6 Regulates Cell Cycle R-HSA-8849470,Reactome,1084,5987
"PTK6 Regulates RHO GTPases, RAS GTPase And MAP Kinases R-HSA-8849471",Reactome,1085,5988
PTK6 Regulates RTKs And Their Effectors AKT1 And DOK1 R-HSA-8849469,Reactome,1086,5989
PTK6 Promotes HIF1A Stabilization R-HSA-8857538,Reactome,1087,5990
Packaging Of Telomere Ends R-HSA-171306,Reactome,1088,5991
Paracetamol ADME R-HSA-9753281,Reactome,1089,5992
Paradoxical Activation Of RAF Signaling By Kinase Inactive BRAF R-HSA-6802955,Reactome,1090,5993
Passive Transport By Aquaporins R-HSA-432047,Reactome,1091,5994
Pausing And Recovery Of Tat-mediated HIV Elongation R-HSA-167238,Reactome,1092,5995
Pentose Phosphate Pathway R-HSA-71336,Reactome,1093,5996
Peptide Chain Elongation R-HSA-156902,Reactome,1094,5997
Peptide Hormone Biosynthesis R-HSA-209952,Reactome,1095,5998
Peptide Hormone Metabolism R-HSA-2980736,Reactome,1096,5999
Peptide Ligand-Binding Receptors R-HSA-375276,Reactome,1097,6000
Peroxisomal Lipid Metabolism R-HSA-390918,Reactome,1098,6001
Peroxisomal Protein Import R-HSA-9033241,Reactome,1099,6002
Pexophagy R-HSA-9664873,Reactome,1100,6003
Phase 0 - Rapid Depolarisation R-HSA-5576892,Reactome,1101,6004
Phase 1 - Inactivation Of Fast Na+ Channels R-HSA-5576894,Reactome,1102,6005
Phase 2 - Plateau Phase R-HSA-5576893,Reactome,1103,6006
Phase 4 - Resting Membrane Potential R-HSA-5576886,Reactome,1105,6007
Phase I - Functionalization Of Compounds R-HSA-211945,Reactome,1106,6008
Phase II - Conjugation Of Compounds R-HSA-156580,Reactome,1107,6009
Phenylalanine And Tyrosine Metabolism R-HSA-8963691,Reactome,1108,6010
Phenylalanine Metabolism R-HSA-8964208,Reactome,1109,6011
Phosphate Bond Hydrolysis By NTPDase Proteins R-HSA-8850843,Reactome,1110,6012
Phosphate Bond Hydrolysis By NUDT Proteins R-HSA-2393930,Reactome,1111,6013
Phospholipase C-mediated Cascade: FGFR1 R-HSA-5654219,Reactome,1112,6014
Phospholipase C-mediated Cascade; FGFR2 R-HSA-5654221,Reactome,1113,6015
Phospholipase C-mediated Cascade; FGFR3 R-HSA-5654227,Reactome,1114,6016
Phospholipase C-mediated Cascade; FGFR4 R-HSA-5654228,Reactome,1115,6017
Phospholipid Metabolism R-HSA-1483257,Reactome,1116,6018
Phosphorylation Of CD3 And TCR Zeta Chains R-HSA-202427,Reactome,1117,6019
Phosphorylation Of Emi1 R-HSA-176417,Reactome,1118,6020
Phosphorylation Of APC/C R-HSA-176412,Reactome,1119,6021
Physiological Factors R-HSA-5578768,Reactome,1120,6022
Plasma Lipoprotein Assembly R-HSA-8963898,Reactome,1121,6023
"Plasma Lipoprotein Assembly, Remodeling, And Clearance R-HSA-174824",Reactome,1122,6024
Plasma Lipoprotein Clearance R-HSA-8964043,Reactome,1123,6025
Plasma Lipoprotein Remodeling R-HSA-8963899,Reactome,1124,6026
Platelet Adhesion To Exposed Collagen R-HSA-75892,Reactome,1125,6027
Platelet Aggregation (Plug Formation) R-HSA-76009,Reactome,1126,6028
"Platelet Activation, Signaling And Aggregation R-HSA-76002",Reactome,1127,6029
Platelet Calcium Homeostasis R-HSA-418360,Reactome,1128,6030
Platelet Degranulation R-HSA-114608,Reactome,1129,6031
Platelet Homeostasis R-HSA-418346,Reactome,1130,6032
Platelet Sensitization By LDL R-HSA-432142,Reactome,1131,6033
Polo-like Kinase Mediated Events R-HSA-156711,Reactome,1132,6034
Polymerase Switching On C-strand Of Telomere R-HSA-174411,Reactome,1133,6035
Positive Epigenetic Regulation Of rRNA Expression R-HSA-5250913,Reactome,1134,6036
Post NMDA Receptor Activation Events R-HSA-438064,Reactome,1135,6037
Post-chaperonin Tubulin Folding Pathway R-HSA-389977,Reactome,1136,6038
Post-transcriptional Silencing By Small RNAs R-HSA-426496,Reactome,1137,6039
Post-translational Modification: Synthesis Of GPI-anchored Proteins R-HSA-163125,Reactome,1138,6040
Post-translational Protein Modification R-HSA-597592,Reactome,1139,6041
Post-translational Protein Phosphorylation R-HSA-8957275,Reactome,1140,6042
Postmitotic Nuclear Pore Complex (NPC) Reformation R-HSA-9615933,Reactome,1141,6043
Potassium Channels R-HSA-1296071,Reactome,1142,6044
Potential Therapeutics For SARS R-HSA-9679191,Reactome,1143,6045
Pre-NOTCH Expression And Processing R-HSA-1912422,Reactome,1144,6046
Pre-NOTCH Processing In Golgi R-HSA-1912420,Reactome,1145,6047
Pre-NOTCH Processing In Endoplasmic Reticulum R-HSA-1912399,Reactome,1146,6048
Pre-NOTCH Transcription And Translation R-HSA-1912408,Reactome,1147,6049
Prefoldin Mediated Transfer Of Substrate To CCT/TriC R-HSA-389957,Reactome,1148,6050
Pregnenolone Biosynthesis R-HSA-196108,Reactome,1149,6051
Presynaptic Depolarization And Calcium Channel Opening R-HSA-112308,Reactome,1150,6052
Presynaptic Function Of Kainate Receptors R-HSA-500657,Reactome,1151,6053
Presynaptic Nicotinic Acetylcholine Receptors R-HSA-622323,Reactome,1152,6054
